epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.042885,0.625262,0.807608,0.495702,0.352362
2,0.036921,0.563621,0.832024,0.549227,0.422659
3,0.035279,0.527373,0.839141,0.540368,0.421263
4,0.033209,0.506171,0.833263,0.571566,0.45108
5,0.033402,0.521435,0.83684,0.5541,0.437097
6,0.032805,0.489524,0.831463,0.545721,0.42436
7,0.033304,0.514264,0.82166,0.542808,0.423586
8,0.030782,0.504823,0.839066,0.544319,0.420274
9,0.029253,0.516328,0.841012,0.527974,0.407809
10,0.031184,0.481559,0.824719,0.518678,0.402443
