epoch,train_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.852323,0.80752,0.536167,0.398332
2,0.460412,0.835509,0.567584,0.444343
3,0.328259,0.839741,0.57568,0.455171
4,0.229228,0.822689,0.592383,0.465518
5,0.160337,0.827778,0.591647,0.472858
6,0.139797,0.805117,0.582074,0.46514
7,0.088244,0.822382,0.581288,0.460846
8,0.060235,0.835611,0.607482,0.488824
9,0.100985,0.806853,0.570232,0.448215
10,0.076696,0.82081,0.58984,0.470241
11,0.071149,0.82261,0.586188,0.471404
