epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.246608,0.292563,0.830645,0.464712,0.384656
2,0.160812,0.289582,0.832461,0.494636,0.423663
3,0.12769,0.305074,0.823624,0.472281,0.393758
4,0.103949,0.317864,0.82414,0.4919,0.407232
5,0.079724,0.295,0.819211,0.532607,0.441662
6,0.072106,0.285702,0.841503,0.502563,0.423027
7,0.061443,0.304165,0.835082,0.496882,0.411352
8,0.053096,0.329536,0.816227,0.505892,0.421581
9,0.04964,0.304871,0.84126,0.532862,0.445486
10,0.037031,0.310584,0.842361,0.526205,0.439815
11,0.032637,0.324835,0.825726,0.528894,0.444233
12,0.029274,0.328012,0.837315,0.518317,0.428362
13,0.024945,0.340427,0.829193,0.515873,0.423623
14,0.022285,0.342888,0.827482,0.511379,0.423469
15,0.019359,0.357602,0.821801,0.522411,0.432884
16,0.016689,0.348475,0.828906,0.523863,0.434446
17,0.015123,0.365214,0.830517,0.519872,0.431165
18,0.012997,0.362426,0.831191,0.520162,0.430866
