epoch,train_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.093572,0.853849,0.550958,0.465481
2,0.017483,0.85083,0.544138,0.458791
3,0.015921,0.849421,0.533679,0.444897
4,0.017746,0.849747,0.543175,0.457435
5,0.013928,0.84903,0.538188,0.45225
6,0.014966,0.848081,0.54121,0.455645
7,0.017194,0.848065,0.539337,0.453552
8,0.01537,0.848037,0.538858,0.452548
