epoch,train_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.102256,0.839625,0.550637,0.467262
2,0.006431,0.836998,0.557226,0.474612
3,0.00547,0.836511,0.559652,0.478864
4,0.007716,0.836351,0.559007,0.476546
5,0.008182,0.836562,0.551999,0.468349
6,0.004305,0.83578,0.551459,0.468617
7,0.007367,0.835778,0.552302,0.469794
8,0.006437,0.835715,0.552293,0.469781
