epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.044288,0.587239,0.810016,0.457651,0.332505
2,0.038292,0.639769,0.830769,0.532571,0.401258
3,0.037408,0.677732,0.83633,0.533725,0.404402
4,0.035671,0.606155,0.838599,0.525739,0.403146
5,0.036489,0.577336,0.849051,0.569041,0.449662
6,0.034132,0.551948,0.838453,0.523986,0.41234
7,0.034731,0.584539,0.851175,0.552046,0.437841
8,0.031746,0.50488,0.837789,0.531835,0.4103
9,0.033292,0.534953,0.842006,0.543444,0.429667
10,0.032021,0.488773,0.852965,0.556636,0.447047
11,0.032734,0.538778,0.83384,0.565436,0.458455
