epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.044369,0.602352,0.803857,0.454428,0.32985
2,0.038668,0.598441,0.840588,0.542997,0.417649
3,0.037423,0.658812,0.831438,0.533398,0.400177
4,0.03587,0.539822,0.84249,0.515452,0.39905
5,0.036663,0.574384,0.849151,0.549697,0.431768
6,0.034032,0.530303,0.836356,0.528879,0.411907
7,0.035023,0.494132,0.842684,0.552984,0.435042
8,0.032123,0.532266,0.830852,0.535166,0.41779
9,0.033485,0.491742,0.842592,0.54074,0.424297
10,0.032386,0.467353,0.851728,0.535063,0.420712
11,0.033253,0.491108,0.842507,0.555158,0.445942
12,0.029108,0.496712,0.8482,0.553164,0.435497
13,0.031611,0.487875,0.854994,0.559399,0.44721
14,0.030348,0.494222,0.852343,0.551636,0.43876
15,0.031349,0.48317,0.849996,0.572671,0.459003
16,0.03015,0.473705,0.850759,0.581534,0.468176
17,0.032288,0.471015,0.849842,0.574463,0.465608
18,0.032328,0.487773,0.851341,0.574642,0.463904
19,0.028476,0.470844,0.844738,0.566776,0.458228
20,0.031001,0.491511,0.852616,0.555391,0.442215
21,0.028406,0.481159,0.847183,0.56356,0.456703
22,0.028966,0.463816,0.849759,0.56468,0.453348
