epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.306074,0.284048,0.820589,0.469668,0.412789
2,0.278238,0.285447,0.812762,0.395461,0.343069
3,0.270393,0.268116,0.845535,0.528287,0.455807
4,0.253606,0.280706,0.83457,0.454916,0.389173
5,0.233604,0.282903,0.838139,0.501095,0.43296
6,0.249897,0.273267,0.823591,0.50416,0.432344
7,0.237206,0.273202,0.8273,0.52467,0.454907
8,0.233378,0.270182,0.843072,0.512359,0.439021
9,0.219886,0.267132,0.825191,0.524402,0.452164
10,0.217469,0.256309,0.847184,0.536357,0.465018
11,0.217741,0.261391,0.844936,0.545953,0.46828
12,0.239298,0.258246,0.827015,0.536573,0.465564
13,0.180349,0.259984,0.835051,0.560422,0.482674
14,0.203561,0.260312,0.835037,0.527429,0.449053
15,0.209958,0.26351,0.837251,0.549228,0.473013
16,0.204582,0.261889,0.830925,0.519172,0.443204
17,0.222197,0.254058,0.840905,0.559427,0.483396
18,0.213954,0.252404,0.839263,0.546313,0.471224
