epoch,train_loss,val_macro_auc,val_macro_f1,val_kappa
1,nan,0.834379,0.545921,0.454068
2,nan,0.831346,0.538201,0.449353
3,nan,0.828131,0.529102,0.43809
4,nan,0.828624,0.541009,0.451455
5,nan,0.827681,0.530862,0.441233
6,nan,0.827501,0.53689,0.44837
7,nan,0.826762,0.532665,0.437999
8,nan,0.82672,0.532253,0.437395
