epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.061382,1.282453,0.800827,0.386346,0.186195
2,0.055113,0.955034,0.83255,0.413232,0.225678
3,0.052376,0.869485,0.838205,0.39631,0.210613
4,0.050507,0.816975,0.83763,0.421297,0.232276
5,0.050941,0.922873,0.838148,0.407998,0.226604
6,0.048558,0.827773,0.837725,0.415402,0.230947
7,0.049133,0.710467,0.835582,0.426457,0.24847
8,0.045972,0.682217,0.83811,0.424081,0.253399
9,0.04614,0.665165,0.842031,0.434043,0.265117
10,0.045047,0.582155,0.846374,0.45836,0.297097
11,0.047074,0.617735,0.838477,0.412588,0.238605
12,0.042385,0.616745,0.844941,0.434916,0.256838
13,0.04358,0.600537,0.83472,0.458302,0.297015
14,0.042708,0.616562,0.833439,0.449663,0.268154
15,0.044424,0.594593,0.841644,0.455161,0.284347
16,0.042733,0.587501,0.84232,0.467187,0.302782
17,0.044392,0.590839,0.836845,0.44853,0.283253
18,0.043521,0.594747,0.840116,0.462452,0.297509
19,0.039566,0.58908,0.832581,0.459945,0.301343
20,0.042659,0.602406,0.833907,0.461261,0.292462
21,0.040118,0.583784,0.835837,0.471842,0.308528
22,0.03987,0.575935,0.840317,0.466558,0.315542
23,0.037497,0.562802,0.838081,0.485923,0.33815
24,0.040555,0.591361,0.833096,0.464775,0.305514
25,0.037406,0.573249,0.833576,0.480846,0.33005
26,0.037184,0.594609,0.836094,0.456042,0.296011
27,0.039607,0.569738,0.832917,0.490158,0.338298
28,0.038736,0.604518,0.83424,0.447254,0.280435
29,0.037166,0.584148,0.835111,0.475548,0.31741
30,0.037533,0.594195,0.83609,0.471925,0.308094
