epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.364757,0.511808,0.798015,0.25536,0.243448
2,0.283315,0.312694,0.829433,0.441124,0.389482
3,0.265911,0.304652,0.826971,0.453592,0.392275
4,0.248642,0.28057,0.835168,0.484386,0.416333
5,0.249956,0.273345,0.848056,0.485839,0.420623
6,0.243773,0.269757,0.839443,0.503965,0.431474
7,0.248343,0.283763,0.817221,0.481854,0.41472
8,0.226029,0.26966,0.832295,0.511624,0.435829
9,0.215897,0.270871,0.823338,0.498551,0.429924
10,0.229767,0.271048,0.834593,0.497326,0.424349
11,0.239075,0.262854,0.840986,0.51327,0.442117
12,0.216252,0.262404,0.833206,0.508075,0.434769
13,0.204337,0.270657,0.825796,0.506579,0.432762
14,0.207364,0.26049,0.831162,0.513509,0.436973
15,0.228937,0.260602,0.844183,0.514921,0.446305
16,0.227088,0.26465,0.838601,0.508253,0.439659
17,0.206346,0.263376,0.839461,0.507394,0.434237
18,0.228567,0.263627,0.837401,0.50945,0.436441
19,0.210565,0.261381,0.83916,0.523915,0.450271
20,0.196515,0.260171,0.833798,0.540537,0.464483
21,0.22639,0.265281,0.817273,0.534231,0.463251
22,0.191151,0.260068,0.827854,0.536927,0.462904
23,0.186401,0.260551,0.827901,0.53581,0.460084
24,0.200338,0.262517,0.816832,0.55034,0.474067
25,0.20027,0.262655,0.817708,0.541825,0.467263
26,0.18662,0.261297,0.821183,0.539927,0.463648
27,0.184704,0.26223,0.8218,0.537703,0.462666
28,0.191713,0.262538,0.822162,0.538642,0.46123
29,0.202794,0.263078,0.820301,0.54292,0.468414
30,0.19633,0.260437,0.821933,0.544664,0.469991
