epoch,train_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.858067,0.80138,0.552247,0.425011
2,0.458887,0.828187,0.556574,0.431179
3,0.280526,0.838901,0.578354,0.460845
4,0.203226,0.798239,0.559418,0.425719
5,0.202722,0.837323,0.572294,0.45262
6,0.166734,0.80167,0.544517,0.404755
7,0.118092,0.815172,0.581535,0.446645
8,0.075593,0.817055,0.579877,0.470396
9,0.180185,0.804016,0.586046,0.462767
10,0.07518,0.818552,0.586451,0.467009
11,0.069448,0.798659,0.56847,0.45273
