epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.033641,0.445916,0.831694,0.523662,0.397298
2,0.022723,0.421406,0.816944,0.494672,0.354909
3,0.019725,0.387675,0.815349,0.499171,0.374859
4,0.015589,0.365929,0.822602,0.503509,0.38701
5,0.013629,0.338638,0.814245,0.549863,0.427381
6,0.013163,0.324591,0.809875,0.534014,0.412629
7,0.010289,0.32713,0.808343,0.529417,0.409159
8,0.009732,0.33621,0.816701,0.52704,0.412926
9,0.008323,0.326173,0.823672,0.53851,0.412879
