epoch,train_loss,val_macro_auc,val_macro_f1,val_kappa
1,nan,0.830749,0.541955,0.456859
2,0.025253,0.826841,0.543199,0.459463
3,nan,0.824808,0.541527,0.456735
4,nan,0.825468,0.543646,0.461099
5,nan,0.824479,0.538806,0.454095
6,nan,0.824368,0.541417,0.457179
7,nan,0.824538,0.540942,0.45636
8,nan,0.824492,0.539922,0.454723
