epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.306417,0.28501,0.816407,0.430337,0.385157
2,0.279025,0.287079,0.798556,0.396876,0.34996
3,0.269474,0.275406,0.824009,0.473915,0.407742
4,0.249928,0.280669,0.825463,0.43615,0.368681
5,0.230883,0.267864,0.831729,0.522981,0.45502
6,0.249017,0.275023,0.837566,0.515993,0.449997
7,0.236786,0.270656,0.839164,0.499941,0.429597
8,0.23421,0.281872,0.831584,0.462598,0.396445
9,0.219957,0.272153,0.819374,0.496733,0.428201
10,0.216302,0.261452,0.83628,0.522371,0.452186
11,0.219259,0.271445,0.835337,0.499464,0.418553
12,0.238132,0.266852,0.835202,0.508637,0.441601
13,0.18089,0.27165,0.826958,0.524973,0.441511
14,0.202698,0.265773,0.826291,0.531673,0.451944
15,0.209614,0.272526,0.829697,0.511124,0.432825
