epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.044156,0.649758,0.797677,0.482326,0.353455
2,0.038355,0.596224,0.828774,0.518671,0.387785
3,0.037294,0.567902,0.839117,0.536589,0.406601
4,0.035534,0.543513,0.843067,0.526103,0.408698
5,0.036345,0.5996,0.852864,0.537937,0.417852
6,0.034088,0.498035,0.840154,0.534785,0.42048
7,0.034726,0.576471,0.840589,0.54044,0.417625
8,0.031718,0.479117,0.834017,0.531238,0.414928
9,0.033377,0.477027,0.846087,0.561572,0.447571
10,0.03225,0.459924,0.850315,0.540477,0.428469
11,0.032919,0.487802,0.835792,0.568199,0.453687
12,0.028951,0.487177,0.846656,0.554054,0.438285
13,0.031171,0.476449,0.854927,0.552105,0.44089
14,0.029879,0.491333,0.840746,0.529535,0.409701
15,0.031012,0.475267,0.840306,0.554541,0.44135
16,0.030109,0.467125,0.843363,0.551655,0.438216
17,0.032229,0.475718,0.841728,0.547267,0.437205
