epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.27158,0.326054,0.804464,0.377729,0.340185
2,0.179723,0.299728,0.797529,0.380975,0.341813
3,0.147311,0.282896,0.827058,0.483427,0.41103
4,0.136979,0.298177,0.815597,0.414566,0.338707
5,0.136393,0.283645,0.817679,0.505189,0.419522
6,0.117828,0.27984,0.82104,0.49254,0.411311
7,0.102293,0.283512,0.822182,0.490553,0.411602
8,0.117155,0.287061,0.821231,0.487899,0.405442
9,0.110663,0.294474,0.820389,0.462926,0.376115
10,0.105592,0.286515,0.819778,0.476866,0.388466
11,0.110363,0.295934,0.831824,0.50023,0.42138
12,0.108762,0.29438,0.824584,0.48529,0.400749
13,0.094177,0.288341,0.823961,0.480496,0.401322
14,0.102985,0.295372,0.825112,0.485289,0.40444
15,0.095106,0.296777,0.822846,0.505438,0.421095
16,0.079006,0.293767,0.821956,0.474296,0.393354
17,0.087116,0.296001,0.821638,0.483578,0.401927
18,0.091513,0.296753,0.824469,0.4868,0.401126
19,0.081913,0.28726,0.822395,0.500027,0.419204
