epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.061508,1.225323,0.811883,0.388831,0.191726
2,0.054742,0.881871,0.835471,0.404136,0.218013
3,0.052292,0.718936,0.850054,0.405347,0.217679
4,0.050267,0.687816,0.851423,0.418702,0.232482
5,0.050819,0.697425,0.847608,0.40672,0.222148
6,0.048449,0.617272,0.854895,0.423229,0.242488
7,0.049271,0.717425,0.841365,0.425741,0.249047
8,0.045877,0.595393,0.84194,0.426977,0.2585
9,0.04654,0.60502,0.839245,0.421031,0.248046
10,0.045029,0.585168,0.846436,0.459902,0.298123
11,0.046751,0.608888,0.839133,0.424176,0.249692
12,0.042535,0.611592,0.833113,0.440621,0.262844
13,0.043092,0.591826,0.83173,0.467759,0.309371
14,0.042936,0.615394,0.828284,0.45338,0.272233
15,0.044349,0.607461,0.827674,0.450459,0.275913
16,0.042683,0.588025,0.832748,0.466846,0.30278
17,0.044453,0.589664,0.832965,0.467455,0.303608
18,0.043396,0.595457,0.835492,0.459788,0.294362
19,0.039711,0.592208,0.829885,0.466612,0.308493
