epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.061473,1.160409,0.812485,0.399155,0.20195
2,0.054837,0.848494,0.833369,0.431475,0.251509
3,0.052332,0.741891,0.851142,0.406778,0.217598
4,0.050033,0.688872,0.851798,0.443224,0.258944
5,0.050747,0.631712,0.850705,0.41555,0.231776
6,0.048153,0.716305,0.853986,0.432801,0.253295
7,0.049047,0.606676,0.851603,0.436708,0.267563
8,0.045411,0.598381,0.845776,0.418453,0.247605
9,0.046406,0.601914,0.844834,0.438059,0.268701
10,0.044996,0.58254,0.84996,0.460874,0.300529
11,0.047071,0.615997,0.842887,0.415338,0.239086
12,0.042271,0.599818,0.836832,0.440678,0.274725
13,0.043565,0.59702,0.833384,0.447448,0.288281
14,0.042805,0.61702,0.820301,0.440857,0.26649
15,0.04462,0.595606,0.83204,0.439213,0.272966
16,0.042269,0.586811,0.833786,0.483353,0.326103
17,0.044582,0.593296,0.836009,0.47214,0.312411
18,0.043486,0.589799,0.837582,0.450582,0.291057
19,0.039357,0.585797,0.834346,0.458621,0.30025
20,0.042804,0.593354,0.828104,0.446871,0.285111
21,0.039802,0.58263,0.82575,0.457671,0.301277
22,0.039404,0.569647,0.838811,0.468019,0.320726
