epoch,train_loss,val_loss,val_macro_auc,val_macro_f1,val_kappa
1,0.272646,0.316213,0.794776,0.321908,0.304333
2,0.18254,0.291283,0.795281,0.436302,0.368812
3,0.152112,0.296525,0.812292,0.427823,0.3665
4,0.140304,0.294039,0.801411,0.494555,0.404323
5,0.135241,0.292832,0.822038,0.493493,0.419537
6,0.117264,0.290424,0.811037,0.45804,0.368464
7,0.10377,0.284006,0.802107,0.512379,0.430166
8,0.112613,0.29875,0.818148,0.474619,0.392786
9,0.106393,0.290844,0.794449,0.498549,0.414389
10,0.103287,0.292973,0.802168,0.516472,0.436173
11,0.110955,0.284399,0.804435,0.501586,0.425613
12,0.106156,0.293394,0.814747,0.503341,0.422302
13,0.094471,0.294056,0.81789,0.471608,0.391938
